,Affiliation_ID,Affiliation_Name,Score
136,0B23EC19,university of luxembourg,0.0
135,34C238D5,abb ltd,0.0
134,0C4400FF,cornell university,0.0
133,07162905,instituto superior tecnico,0.0
132,08548E70,beijing university of posts and telecommunications,0.0
129,0CECE932,ecole centrale paris,0.0
120,025139D2,zhengzhou university,0.0
128,0507BBD7,temple university,0.0
127,055B394D,university of trier,0.0
126,04B01E55,dresden university of technology,0.0
125,0474BFAF,texas instruments,0.0
124,0C601A7F,slovak academy of sciences,0.0
123,05364FE4,xi an jiaotong university,0.0
122,0966B229,university of illinois at urbana champaign,0.0
121,0538AC16,coverity,0.0
359,027426D0,t mobile us inc,0.0
370,4CD3CC33,johnson johnson pharmaceutical research and development,0.0
361,025F5CB1,pierre and marie curie university,0.0
620,09995E41,university of freiburg,0.0
618,01EE4B98,northumbria university,0.0
617,02BCD1A8,alibaba group,0.0
616,863C435D,fujitsu,0.0
615,862ADA3F,huawei,0.0
614,0B00BA67,national institute of informatics,0.0
613,087165E4,western michigan university,0.0
611,0262EA12,institute for advanced study,0.0
610,0948C934,university of hildesheim,0.0
609,093456D7,university of alberta,0.0
607,0B8B0D91,utrecht university,0.0
606,02D828C1,huazhong university of science and technology,0.0
605,01739E09,university of buenos aires,0.0
604,0C55BCAD,university of paderborn,0.0
603,0535FE32,ithaca college,0.0
602,03E298B8,indian institute of technology hyderabad,0.0
601,050BB43F,academia sinica,0.0
600,01C641C3,budapest university of technology and economics,0.0
599,07B99BFA,university of sydney,0.0
598,348EB203,nanjing university,0.0
619,0661DECB,worcester polytechnic institute,0.0
622,0BB2E102,providence college,0.0
362,00FB0CDD,university of texas system,0.0
623,4FA5C415,wellcome trust centre for human genetics,0.0
643,01F1D439,university of saskatchewan,0.0
642,00E5C27A,university of bordeaux,0.0
641,4C5370B9,ames research center,0.0
640,0947E863,haverford college,0.0
639,345C2848,university of hasselt,0.0
638,0BC7337B,national research council,0.0
636,0A254897,national university of defense technology,0.0
635,06D835C2,tulane university,0.0
634,03D09CA7,marvell technology group,0.0
633,01328BF3,princeton university,0.0
632,045C11B3,athens university of economics and business,0.0
631,01A17328,dalian university of technology,0.0
630,4FF7CE5C,centrum wiskunde informatica,0.0
629,070DD5D4,nec,0.0
628,06444F84,imdea,0.0
627,08D3D0B6,national chung cheng university,0.0
626,0815134D,kyushu university,0.0
625,003BDEE2,soochow university,0.0
624,044C0559,bell labs,0.0
597,02B554FC,university of texas at san antonio,0.0
596,066A71BC,university of notre dame,0.0
595,05F6E42A,university of stuttgart,0.0
594,03AC92A1,politehnica university of bucharest,0.0
570,0626251D,florida state university,0.0
569,080E155C,university of bonn,0.0
567,0AE14045,university of porto,0.0
566,1F2989F0,robert gordon university,0.0
565,4C6E8511,lawrence livermore national laboratory,0.0
564,05DCD65A,delft university of technology,0.0
563,0A475496,university of cagliari,0.0
562,0A1560D3,paris diderot university,0.0
561,043B1E1B,syracuse university,0.0
560,358A0AB5,sei investments company,0.0
559,09988D7C,toyota technological institute at chicago,0.0
558,074ADC51,university of modena and reggio emilia,0.0
557,006952C5,brandeis university,0.0
556,05EDB3A0,katholieke universiteit leuven,0.0
555,02290965,national university of colombia,0.0
554,4D1FB58D,emc corporation,0.0
553,07A75F52,university of southern indiana,0.0
552,0352694C,arizona state university,0.0
551,01444027,charles university in prague,0.0
571,4EEE5722,rehabilitation institute of chicago,0.0
572,0B017C0B,sorbonne,0.0
574,077DD57B,city college of new york,0.0
585,0ACFCEA7,state university of campinas,0.0
593,4D66E94F,shizuoka university,0.0
592,4E3BBB83,naval medical research center,0.0
591,0C2FE58D,washington university in st louis,0.0
590,081E3F30,harvard university,0.0
589,04756336,university of tokyo,0.0
588,0B7A84D3,rose hulman institute of technology,0.0
587,4FB0218B,national presto industries,0.0
586,066AF386,dartmouth college,0.0
584,0C309CF2,university of macau,0.0
575,36E22876,american hotel lodging educational institute,0.0
583,045D3373,language technologies institute,0.0
582,863479D1,singapore general hospital,0.0
581,0B890E85,george washington university,0.0
580,09630970,kaist,0.0
579,061BA55B,supelec,0.0
578,018E2322,stellenbosch university,0.0
577,05EEE4E0,polish academy of sciences,0.0
576,053FB310,technical university of madrid,0.0
644,017C99DB,fudan university,0.0
645,4CC89935,united states naval research laboratory,0.0
646,001C3B8F,university of basel,0.0
693,0108016A,university of alabama,0.0
716,4F4B6B43,mayo clinic,0.0
714,072620B4,indraprastha institute of information technology,0.0
713,4E718DAA,linkedin,0.0
711,08EF72DE,kent state university,0.0
710,074BDB0A,california institute of technology,0.0
709,36E5AE3D,kxen inc,0.0
708,06CBC4BA,university of technology sydney,0.0
707,0B659C39,xiamen university,0.0
706,0501E2EA,ensae paristech,0.0
704,087095C7,university of lisbon,0.0
703,0B003FA6,georgetown university,0.0
702,085ADB71,university of connecticut,0.0
701,4E78BE27,beth israel deaconess medical center,0.0
700,03006309,charles iii university of madrid,0.0
699,04D98949,old dominion university,0.0
698,4CD2C7C1,boston children s hospital,0.0
697,0A9A3087,university of western australia,0.0
696,34ED541F,rwth aachen university,0.0
695,013A0DA1,university of kent,0.0
717,00433890,bogazici university,0.0
718,0837B2CF,central university of finance and economics,0.0
719,035786DA,university of rennes,0.0
730,4D634C00,sri international,0.0
738,0839CEE3,university of arizona,0.0
737,08ED4AE9,universite de namur,0.0
736,03EB6D7F,wolfram research,0.0
735,0B54FBF6,united nations university,0.0
734,3709B4C3,exxonmobil,0.0
733,03FD8454,university of maryland college park,0.0
732,095FFF3F,maynooth university,0.0
731,052BF631,jean monnet university,0.0
729,059DE5E4,indian institute of technology kanpur,0.0
720,007B68B5,university of tubingen,0.0
728,00FF56A8,national taiwan university,0.0
727,080DBBEF,universite de sherbrooke,0.0
726,09E0E324,university of georgia,0.0
725,07862589,queen s university belfast,0.0
724,056D3FC6,texas a m university,0.0
723,09DE2F57,loyola university maryland,0.0
722,4F8CCD61,jet propulsion laboratory,0.0
721,069F11AE,boston university,0.0
694,0478D4F8,university of tennessee,0.0
692,025B9122,university of warwick,0.0
647,07679147,ben gurion university of the negev,0.0
691,09368EC9,university of california santa barbara,0.0
667,0527EA39,university of delaware,0.0
666,4EBC7FCF,arbor networks,0.0
665,4E47B81B,russian academy of sciences,0.0
664,0C280BFF,keio university,0.0
663,0395F208,concordia university,0.0
662,088001DA,pacific northwest national laboratory,0.0
661,0764F090,university of copenhagen,0.0
660,0BC0E906,st francis xavier university,0.0
659,04F0A8A0,beihang university,0.0
658,08B1D62B,radboud university nijmegen,0.0
656,4EC97A4B,ebay,0.0
655,05B090CE,university of california berkeley,0.0
654,086E5DD5,monmouth university,0.0
653,08B17323,vienna university of technology,0.0
652,0AC8F2B8,university of hyogo,0.0
651,09D7E4FA,university of queensland,0.0
650,06943C23,southern illinois university carbondale,0.0
649,0240B99C,beijing university of technology,0.0
648,0D8F2D0E,university of szeged,0.0
668,028F2298,dublin city university,0.0
669,4DDC055F,institut de recherche pour le developpement,0.0
670,084B474F,dalla lana school of public health,0.0
682,007B4591,clemson university,0.0
690,0AA2F1D8,national university of distance education,0.0
689,007D2F41,ludwig maximilian university of munich,0.0
688,0A1AB335,university of new mexico,0.0
687,08B22DAB,indian institute of technology kharagpur,0.0
686,0C33EF81,university of paris,0.0
685,4D5D795C,international computer science institute,0.0
684,061C6C3B,university of michigan school of public health,0.0
683,03A8769C,pa consulting group,0.0
681,02B911E0,ecole polytechnique de montreal,0.0
671,087E04C5,ecole polytechnique,0.0
679,06ACAD91,northwestern university,0.0
678,08FB679F,mount holyoke college,0.0
677,09490884,university of south carolina,0.0
676,0F36910E,university of zaragoza,0.0
675,4FF45383,ibm,0.0
674,350410CF,university of hong kong,0.0
673,054B33A5,institut national des sciences appliquees de rouen,0.0
672,0AD224B5,thales communications,0.0
550,05282E0D,university of texas at austin,0.0
549,0B46E8A6,university of texas at arlington,0.0
547,0B054663,metz,0.0
408,4EDF3BB0,information technology university,0.0
430,05DBF710,baidu,0.0
429,0190EC9A,fx palo alto laboratory,0.0
428,02642F55,university of oxford,0.0
427,0935E318,french institute of health and medical research,0.0
426,4ECD74BC,alcatel lucent,0.0
425,00A3C9C2,akamai technologies,0.0
424,0699B629,paris descartes university,0.0
423,0904612E,cisco systems inc,0.0
422,09641F67,institute of science and technology austria,0.0
421,01109E6D,university of toulouse,0.0
420,0B0338EC,information sciences institute,0.0
419,04496BAA,king abdullah university of science and technology,0.0
418,0AC5ACB1,shenzhen university,0.0
417,073B94B1,inesc id,0.0
416,0965EC45,university of liege,0.0
413,06CBEAA9,university of north carolina at chapel hill,0.0
412,0BC2EB17,university of mainz,0.0
411,06DE3FEB,agency for science technology and research,0.0
410,0A5DAC76,iowa state university,0.0
431,074B3001,nikon,0.0
432,062D596B,university of california riverside,0.0
433,0A6604CB,national technical university of athens,0.0
444,0477FFD3,carnegie mellon university,0.0
452,07681456,oxford brookes university,0.0
451,0B908117,university of ioannina,0.0
450,4C7A9B63,at t,0.0
449,0A97E0C1,the chinese university of hong kong,0.0
448,0A2FAFA5,duke university,0.0
447,04634070,national institute of advanced industrial science and technology,0.0
446,0229448F,university of california san diego,0.0
445,062BC2E4,boston college,0.0
443,0875EA92,university of british columbia,0.0
434,00BDF5D6,university of orleans,0.0
442,0B185497,lehigh university,0.0
441,07C34834,university of minnesota,0.0
440,03A194FC,avaya,0.0
439,0B05FE67,university of oslo,0.0
438,0134B592,peking university,0.0
437,0139FCD5,denison university,0.0
436,041B3329,indian institute of technology delhi,0.0
435,0B4B5593,falmouth university,0.0
409,08702BDB,hong kong baptist university,0.0
407,0A8478AE,university of potsdam,0.0
454,004E3300,ecole polytechnique federale de lausanne,0.0
406,0832C111,telecom italia,0.0
382,0014A048,koc university,0.0
381,068A7232,canadian institute for advanced research,0.0
380,01FE29EA,university of massachusetts boston,0.0
379,0126039E,qualcomm,0.0
377,4CDC36DD,niksun inc,0.0
376,004B1FBC,fraunhofer society,0.0
375,026778A2,rutgers newark,0.0
374,0A15C811,aston university,0.0
373,00BC8D07,telecom paristech,0.0
372,0A567B93,university of applied sciences western switzerland,0.0
371,006329B3,indian statistical institute,0.0
739,08D7E515,national chiao tung university,0.0
369,0A398D80,free university of bozen bolzano,0.0
368,0BBB6080,la trobe university,0.0
367,05776AD7,saarland university,0.0
366,0C2AE079,open university,0.0
365,35170767,international society for intelligence research,0.0
364,0810AAFA,university of wisconsin madison,0.0
363,05F5F76A,brigham young university,0.0
383,00A52A7E,universidade federal de ouro preto,0.0
384,02D4EDF8,imperial college london,0.0
385,071126B7,university of bern,0.0
397,02B1C5D7,university of calabria,0.0
405,08D6D550,netherlands organisation for applied scientific research,0.0
404,097CD675,university of hamburg,0.0
403,0A575E93,parc,0.0
402,00FA1C18,tel aviv university,0.0
401,084D01D3,seoul national university,0.0
400,0582A04E,colorado state university,0.0
399,048AB435,university of jena,0.0
398,08EC4F5B,deakin university,0.0
396,0ACF14C4,university of zagreb,0.0
386,09FD03AD,colorado school of mines,0.0
395,34F273FD,institute of company secretaries of india,0.0
393,4F872588,at t labs,0.0
392,01F71AD0,yale university,0.0
391,00D40E2B,andres bello national university,0.0
390,06F892B4,tongji university,0.0
389,0762929E,pohang university of science and technology,0.0
388,077EC9E4,university of western ontario,0.0
387,068E815A,university of essex,0.0
453,07CB626B,pennsylvania state university,0.0
455,0C21380B,comprehensive epilepsy center,0.0
546,0754B26A,istituto di scienza e tecnologie dell informazione,0.0
503,02066FCD,xerox,0.0
523,0653F611,university of central florida,0.0
522,35095641,bosch,0.0
521,0A6C6FB4,university of patras,0.0
520,04905D15,southeast university,0.0
519,04C3CCF3,university of brescia,0.0
518,4D91A54A,qatar airways,0.0
517,099D876D,university of california los angeles,0.0
516,07427AD9,leiden university,0.0
515,4D8C4F7A,rakuten,0.0
514,351E811C,aalborg university,0.0
513,03376F29,weizmann institute of science,0.0
512,037D28F2,deutsche telekom,0.0
511,0003B055,university of cambridge,0.0
510,0708D687,hoffmann la roche,0.0
509,04AF010A,columbia university,0.0
508,099A4032,university of marburg,0.0
507,08802AB2,university of crete,0.0
506,021B9D77,naval postgraduate school,0.0
505,070DED1B,depaul university,0.0
524,02D4CE98,coppin state university,0.0
525,4E2EC568,amazon com,0.0
526,09B48D0B,indian institute of technology bombay,0.0
537,0A520111,franklin marshall college,0.0
545,4F10C1EB,french institute for research in computer science and automation,0.0
544,03496C27,university of turin,0.0
543,0B317C57,ionian university,0.0
542,056EA0E2,university of sheffield,0.0
541,05E74909,macquarie university,0.0
540,0A968F8B,university of dundee,0.0
539,8620BB61,walmart labs,0.0
538,016FC32A,conocophillips,0.0
536,03C2CC97,liverpool john moores university,0.0
527,017F2ECE,federal university of pernambuco,0.0
535,0388650E,indian institute of science,0.0
534,0733A746,yunnan normal university,0.0
533,0AAEC4EC,university of augsburg,0.0
532,00A87317,university of bergamo,0.0
531,06CF160C,beijing union university,0.0
530,0B46563B,united states naval academy,0.0
529,00F87E5D,college of william mary,0.0
528,06C2C7BC,ecole normale superieure de lyon,0.0
504,0679E020,teradata,0.0
500,0A296B1E,pompeu fabra university,0.0
456,0005FC5A,university at albany suny,0.0
499,07874D3C,university of iowa,0.0
475,0BF79DFE,national and kapodistrian university of athens,0.0
474,0532D181,michigan state university,0.0
473,00BBEBAA,texas tech university,0.0
472,017889A7,indian institute of technology madras,0.0
471,075ABF1F,uppsala university,0.0
470,06DA7DC2,aalborg university copenhagen,0.0
469,08A97E0C,deloitte,0.0
468,0B3CDF24,university of colorado boulder,0.0
467,094DB5D4,university of california merced,0.0
466,0ACD6604,university of oregon,0.0
465,093304A4,university of fribourg,0.0
464,07B6A2A8,tampere university of technology,0.0
463,0CA4B187,university of victoria,0.0
462,09DD720A,kangwon national university,0.0
461,074491E2,tufts university,0.0
460,07B10DCB,university of udine,0.0
459,03B817A9,university of rouen,0.0
458,08ADCF85,university of miami,0.0
457,034F3208,goldsmiths university of london,0.0
476,0045D9F6,technical university of berlin,0.0
477,0B23C19B,internet initiative japan,0.0
478,00CD8766,vrije universiteit brussel,0.0
490,0147F037,aix marseille university,0.0
498,33CD4141,netflix,0.0
497,049573B2,university of coimbra,0.0
496,06601420,florida institute of technology,0.0
495,33865634,weimar institute,0.0
494,04F99C7A,it university of copenhagen,0.0
493,0A0D2BAD,university of calgary,0.0
492,038CB6F6,stony brook university,0.0
491,0782737C,skolkovo institute of science and technology,0.0
489,06CCE1C6,goethe university frankfurt,0.0
480,06D39D72,tokyo institute of technology,0.0
488,08A948CC,johns hopkins university,0.0
487,03672BD5,swinburne university of technology,0.0
486,4C7D4F86,brigham and women s hospital,0.0
485,069DA7A7,sprint corporation,0.0
484,07F892EC,university of helsinki,0.0
483,050513B0,university of california davis,0.0
482,00D956B2,hong kong polytechnic university,0.0
481,0045D019,hanyang university,0.0
0,000CF342,sungkyunkwan university,0.0
